,name,start
3950,Лига Сибири. 4 тур,2017-02-17 19:00:00
4092,Синхронный кубок Хайфы,2017-02-17 19:00:00
3930,Серия Premier. Седьмая печать,2017-02-17 20:00:00
4215,Синхронный Кубок Зеленограда,2017-02-18 00:00:00
4205,Пермский период,2017-02-24 14:00:00
4222,U-Mind Games,2017-02-25 12:00:00
3883,Студенческий чемпионат Москвы,2017-02-26 12:30:00
4184,Гульні добрай Волі,2017-02-26 13:00:00
4115,Зеркало кубка Прибалтики,2017-02-23 12:00:00
4240,Чемпионат Минска. Лига А. Тур четвёртый.,2017-02-27 18:45:00
4026,Сова бьян,2017-02-24 18:00:00
4059,Зимний Синхронный Умлаут,2017-02-24 19:00:00
3931,Серия Гран-при. 5 этап,2017-02-24 20:00:00
4183,Игры доброй воли,2017-02-25 14:00:00
4040,Из Минска с любовью. 4 этап.,2017-02-25 19:00:00
4253,Студенческий чемпионат Ярославской области,2017-03-04 11:00:00
4099,Гран-при им. Г.В. Плеханова,2017-03-04 13:00:00
4014,Студенческий Кубок княгини Ольги,2017-03-04 14:00:00
4261,Чемпионат Самары,2017-03-05 11:00:00
4169,Игра Первопрестольной. Второй сезон,2017-03-05 12:30:00
4199,Букет Молдавии,2017-03-03 19:00:00
3884,Синхрон Смузиленда,2017-03-03 19:30:00
3871,ОВСЧ. 6 этап,2017-03-03 20:00:00
4279,ОВСЧ,2016-09-23 20:00:00
4239,Сюзи Твистер,2017-03-04 10:00:00
4196,Играют только дамы,2017-03-04 16:00:00
4241,Первенство Сибири. Пролог,2017-03-10 08:30:00
4243,Онлайн Первенства Сибири,2017-03-12 10:00:00
4356,Первенство Сибири,2017-03-11 14:00:00
4109,Кубок Физтеха,2017-03-10 14:00:00
4186,Весна в ЛЭТИ,2017-03-11 13:00:00
4271,Суперкубок Астраханской области,2017-03-12 13:00:00
4098,"Чемпионат Ростовской области, лига А",2016-12-11 00:00:00
4129,"Чемпионат Ростовской области, лига Б, 4 день",2017-03-12 14:00:00
4192,Чемпионат Ростовской области. Лига Б,2016-12-11 14:00:00
4207,Чемпионат Минска. Лига Б. Тур пятый,2017-03-13 18:45:00
3951,Лига Сибири. 5 тур,2017-03-10 14:00:00
3969,Кубок соседней галактики. Эпсилон,2017-03-10 14:00:00
4187,Кубок Ичеришехер. Второй этап.,2017-03-10 18:00:00
4116,Умами,2017-03-10 19:00:00
3932,Серия Premier. Мартовские иды,2017-03-10 20:00:00
4131,Синхрон Кубка Княгини Ольги,2017-03-10 20:00:00
4321,Межфакультетский кубок МГУ. Отбор № 1,2017-03-16 14:00:00
4256,Кубок Белоярской АЭС,2017-03-18 10:00:00
4191,Олимпиада Приволжского федерального округа. Финал,2017-03-17 12:00:00
4290,Чемпионат Московской области,2017-03-19 12:00:00
4232,Синхронный турнир ЛУК,2016-11-04 10:00:00
4267,Синхронный турнир ЛУК. Этап 3,2017-03-18 11:00:00
4250,Синхрон кубка Физтеха,2017-03-17 14:00:00
4165,Антибинго,2017-03-17 18:30:00
3778,Балтийский берег. 4 игра,2017-03-17 19:05:00
4061,Пять пальцев одной руки,2017-03-17 19:30:00
4245,Синхрон Мишеля Матвеева,2017-03-18 10:00:00
4322,Межфакультетский кубок МГУ. Отбор № 2,2017-03-22 14:00:00
4041,Из Минска с любовью. 5 этап.,2017-03-18 19:00:00
4323,Межфакультетский кубок МГУ. Отбор № 3,2017-03-24 14:00:00
4246,Кубок Джима Парсонса,2017-03-25 12:00:00
3894,Финал ОЧВР,2017-03-25 14:00:00
4231,Дилижанские Игры,2017-03-24 14:00:00
4235,Чемпионат Казахстана,2017-03-25 14:00:00
4300,Школьный кубок княгини Ольги,2017-03-25 14:00:00
4285,Мартовский лев,2017-03-26 11:00:00
4257,Открытый Кубок города Серпухова,2017-03-26 12:00:00
4237,Поволжская лига,2017-03-26 12:00:00
4294,Чемпионат Минска. Лига А. Тур пятый,2017-03-27 19:00:00
3952,Лига Сибири. 6 тур,2017-03-24 14:00:00
4143,Зеркало Эйлатиады,2017-03-24 14:00:00
4280,Лига Сибири,2016-09-30 09:00:00
4324,Межфакультетский кубок МГУ. Отбор № 4,2017-03-28 14:00:00
3909,Киевские кручи. Март,2017-03-24 18:45:00
4268,Эврика! - 5,2017-03-24 19:00:00
4167,Турнирум,2017-03-24 19:00:00
4224,Мартовский медведь,2017-03-24 19:00:00
3933,Серия Гран-при. 6 этап,2017-03-24 20:00:00
4227,Помогай с умом!,2017-03-29 19:30:00
4288,Зеркало финала ОЧВР,2017-03-26 19:00:00
4325,Межфакультетский кубок МГУ. Отбор № 5,2017-03-31 14:00:00
4154,Кубок губернатора Иркутской области,2017-04-01 14:00:00
4293,Кубок Арктики,2017-04-01 14:00:00
4357,Чемпионат Волгограда,2017-04-02 10:00:00
4228,Чемпионат Беларуси,2017-04-01 13:00:00
4301,Чемпионат Зеленограда,2017-04-02 12:00:00
3896,Кубок городов,2017-03-31 10:00:00
4096,Семь сорок,2017-03-31 19:00:00
4274,Синхрон Весны в ЛЭТИ,2017-03-31 19:00:00
4262,День дурака,2017-03-31 20:00:00
4226,Помогай с умом!,2017-04-01 14:00:00
4410,Открытая лига ТГУ,2017-04-05 14:00:00
4316,Чемпионат Харьковской области. Вторая лига,2016-10-17 00:00:00
4326,Межфакультетский кубок МГУ. Отбор № 6,2017-04-07 14:00:00
4398,Чемпионат Молдовы на румынском языке,2017-04-08 11:00:00
4201,Чемпионат Эстонии,2017-04-08 12:00:00
4252,Чемпионат Латвии,2017-04-08 12:00:00
4156,Открытый кубок Дальнего Востока,2017-04-08 02:00:00
4296,Перекрёсток. Весна,2017-04-09 10:30:00
4221,Чемпионат США,2017-04-08 10:00:00
4025,Нехрустальная Сова,2017-04-08 13:00:00
4295,Чемпионат Молдовы,2017-04-09 11:00:00
4305,Этажи,2017-04-09 11:00:00
4284,Чемпионат Туркменистана,2017-04-09 11:00:00
4255,Чемпионат Великобритании,2017-04-09 14:00:00
4208,Чемпионат Минска. Лига Б. Тур шестой,2017-04-10 18:45:00
4318,Чемпионат Харьковской области. Первая лига,2016-10-13 00:00:00
4144,Синхрон-lite. Выпуск VII,2017-04-07 18:45:00
4229,Беларускае люстэрка,2017-04-07 19:00:00
4220,Малахитовая шкатулка,2017-04-07 19:00:00
4233,5 лет Savage,2017-04-07 19:00:00
3935,Серия Гран-при. 7 этап,2017-04-07 20:00:00
4297,Межфакультетский кубок МГУ,2017-04-14 19:00:00
4286,Зеркало Кубка губернатора Иркутской области,2017-04-11 09:00:00
4259,Студкубок Томска - весна,2017-02-18 00:00:00
4047,Весенний Умлаут,2017-04-15 12:00:00
4140,Чемпионат Москвы. Высшая лига,2016-12-17 00:00:00
4141,Чемпионат Москвы. Первая лига,2016-12-17 00:00:00
4013,Открытый Чемпионат БГУИР,2017-04-16 11:00:00
4087,Зеркальная Сова,2017-04-16 12:00:00
4340,Чемпионат Харьковской области. Высшая лига,2016-10-09 00:00:00
4302,Сюзи Твистер - 2,2017-04-14 19:00:00
4029,Мстители: Монос Аарона,2017-04-14 19:00:00
4223,Знатокиада. Эпиграф,2017-04-14 19:00:00
4082,Серия Гран-при. Общий зачёт,2016-09-16 20:00:00
4042,Из Минска с любовью. 6 этап.,2017-04-15 19:00:00
4043,Из Минска с любовью. Общий зачёт.,2016-10-08 19:00:00
4060,Весенний Синхронный Умлаут,2017-04-15 19:00:00
4190,Открытый кубок МГПУ,2017-04-22 12:00:00
3984,Апрельские тезисы. Онлайн,2017-04-22 14:10:00
4692,Чемпионат Воронежа,2017-04-22 14:00:00
4298,"Кубок Победы, или Ультиматум - 15 (КВ)",2017-04-22 14:00:00
4197,Чемпионат Узбекистана,2017-04-23 12:00:00
4193,Студенческий чемпионат России,2017-04-22 12:00:00
4195,Открытый Чемпионат Берлина,2017-04-23 12:00:00
3779,Балтийский берег. 5 игра,2017-04-21 19:05:00
3780,Балтийский берег. Общий зачёт,2016-10-14 19:05:00
4273,Серия Элементы. Гелий.,2017-04-21 19:00:00
4275,Спонтанный синхрон,2017-04-21 20:00:00
3985,Гран-при Бауманки. 4 этап,2017-04-23 00:00:00
4110,Чемпионат Литвы,2017-04-29 12:00:00
4346,День физика,2017-05-01 12:00:00
4270,Саратов,2017-04-29 14:00:00
4310,Сибирские Афины,2017-04-29 12:00:00
4276,Открытый молодёжный Кубок Украины,2017-04-28 14:00:00
4152,Уходящая натура,2017-04-28 17:00:00
4174,Жизнь и время Михаэля К.,2017-04-28 18:00:00
4319,Синхронный Кубок Серпухова,2017-04-28 19:00:00
4359,Чемпионат Минска. Лига А. Тур шестой.,2017-05-02 19:00:00
4350,Мемориал Карена Варданяна,2017-05-06 12:00:00
4347,Весна в Галилее,2017-05-06 12:30:00
4352,Франконские игры,2017-05-07 15:15:00
4230,Студенческий чемпионат Беларуси,2017-05-07 14:00:00
4247,Чемпионат России,2017-05-07 12:00:00
4355,Открытый Молодёжный чемпионат Армении,2017-05-08 11:00:00
4176,Новое слово,2017-05-05 19:00:00
4354,Эврика! - 6,2017-05-05 19:30:00
4263,Мюнхен Зовёт,2017-05-05 20:00:00
4307,Veidrodis,2017-05-05 20:00:00
4336,Синхрон категории Ч,2017-05-06 12:00:00
4351,Золотые огни,2017-05-07 12:00:00
4376,AU,2017-05-13 12:00:00
4299,Чемпионат Финляндии,2017-05-13 18:00:00
4363,Кубок губернатора Югры,2017-05-13 10:00:00
4248,Благородный Дон,2017-05-14 12:00:00
4383,Чемпионат Минска. Финал,2017-05-15 19:00:00
4163,Кубок Иерусалима,2017-05-12 14:00:00
4320,Гомельский Крысолов,2017-05-12 14:00:00
4213,36 и 6,2017-05-12 18:00:00
4317,Прост!,2017-05-12 18:00:00
4254,Весенний салат,2017-05-12 19:00:00
4218,Мурманский Ёрш,2017-05-12 20:00:00
4393,Чемпионат Краснодара,2017-05-20 14:00:00
4360,Кубок грибоедов,2017-05-21 10:00:00
4225,Ревельская весна,2017-05-20 14:00:00
4339,Чемпионат Канады,2017-05-20 10:00:00
4361,Интеллектуальная ворона,2017-05-21 12:00:00
3970,Кубок соседней галактики. Дзета,2017-05-19 14:00:00
4126,Топ-1000,2017-05-19 19:00:00
4188,Годам урон,2017-05-19 19:00:00
4249,Благородный Дон Синхрон,2017-05-19 19:00:00
4338,Синхрон высшей лиги Москвы,2017-05-19 19:00:00
4419,Золотая звезда,2017-05-25 14:00:00
4380,Чемпионат Караганды,2017-05-28 08:00:00
4055,Город героев,2017-05-27 11:30:00
4379,Кубок Интигры,2017-05-28 10:00:00
4068,Чемпионат Мордовии,2016-11-06 00:00:00
4308,Ultima Tule,2017-05-27 12:00:00
4313,Командум,2017-05-28 12:00:00
4392,Открытый кубок КНИТУ,2017-05-27 13:00:00
3910,Киевские кручи. Май,2017-05-26 18:45:00
3664,Синхрон Трефиловых / X-Com Files,2017-05-26 19:00:00
4269,Зеркало Ревельской весны,2017-05-26 19:00:00
4306,Пальмовое первенство,2017-05-26 19:00:00
